Right_Parietal_STD,Right_Forehead_STD,Left_Forehead_STD,Left_Parietal_STD
3.84601078427891,0.904841694265828,0.362208966061831,2.59297349835265
3.70587822583279,3.64131702316589,4.66854435023205,0.764881346964006
2.18632788126139,8.18044928562177,11.3567925982613,2.64372421368346
NaN,0,3.82693586758267,2.97717728476806
NaN,9.16211028226609,4.80795795686844,2.97717728476806
1.58973649456957,3.57427304616855,2.21845066750681,NaN
7.22675256277404,1.72792790520878,20.2749863706716,3.50155291964846
7.22675256277404,5.92304725345162,3.59788478302088,3.50155291964846
7.22675256277404,0.864361075228961,8.46376615856949,3.50155291964846
7.22675256277404,2.26369849906636,0.640668522335811,3.50155291964846
2.88661920237359,0.596647710452833,0.225539347154058,0.349400688629166
2.88661920237359,0.92270793478832,1.54763342373936,0.349400688629166
2.70239363002057,0.690781275983748,0.8328367485208,0.805386390779591
0.191358971709505,0.826225511359917,5.67067751840454,0.524139059555676
0.76411036405997,1.50394981311318,2.73889368072627,0
2.618243232776,1.14786001980666,2.93833744963584,0.540731818254193
